0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.174041277,0.413645415,0.207050696,-0.126264281,-0.517602233,0.35894404,-0.701067688,0.649275103,-0.335479508,-0.089509009,0.107097964,-0.260218568,0.043859716,-0.355484539,0.246911986,0.281746672,0.226864782,0.079514651,0.243049318,0.453296653
-0.207460144,0.340669737,-0.399210274,0.582937321,-0.867357854,-0.379233297,0.823534388,0.030775785,-0.793621654,-0.004191065,-0.099337971,0.400414697,-0.131337728,0.717307944,0.083503089,-0.316412377,0.280118485,-0.306536486,0.690057156,-0.522695419
0.768439872,0.270320991,-0.60646597,0.341970066,-0.421840164,-0.757261535,-0.271089427,0.094045,-0.288048566,0.681199113,-0.020089006,-0.533637122,0.24296677,-0.019428067,0.461103834,0.137487872,0.114397057,-0.470298767,-0.067694818,0.557475851
0.194891223,-0.046238516,-0.154264801,0.447705904,0.233843188,0.740322469,0.302207795,-0.200634572,0.055620375,0.521749691,-0.333597581,-0.342485286,0.397449002,-1.038657324,0.126173614,0.452796757,-0.027397683,-0.341206083,-0.210739657,-0.386951536
0.515365682,-0.048421826,-0.169777631,0.498269753,0.365325668,0.016733451,0.183461531,0.839442399,0.248196021,-0.161449578,-0.347762455,0.192626738,-0.219751615,0.337614484,-0.536271227,0.393228814,-1.077597687,0.168678011,0.701007328,0.1267088
0.594205116,0.011175541,0.491437329,0.139663182,0.78070771,0.094723753,0.144697027,-0.629826564,-0.52910367,-0.106302893,-0.481143233,0.242662156,-0.261499475,-0.519319245,0.975318482,-0.107136324,0.432576812,-0.077115375,-1.199728104,0.221058616
-0.725247605,-0.254815081,0.529956718,0.822854603,-0.191635372,0.336177474,-0.509714012,0.292950767,-0.167902675,-1.073272632,0.288296278,0.273970462,0.09539759,0.147442416,0.329132407,-0.369621132,-0.191633101,-0.401668815,-0.391378354,0.78587865
0.364104434,0.168857224,-0.174739529,0.838887979,-0.354621967,-0.503721221,-0.169894158,-0.259674168,0.405953243,0.72200881,0.359930418,-0.089557653,0.334595687,0.39555113,-0.583807718,0.45578666,0.992718071,0.336172716,0.312397404,-0.086918406
-0.379040827,0.401123681,-0.396135105,-0.112858924,-0.248164756,0.267572833,-0.173954617,-0.355622842,0.151089533,0.351627456,0.350371351,0.502878161,0.354860984,0.39046879,0.477341882,-0.165841801,-0.033181203,-0.299151615,-0.558112943,0.103736025
0.152027253,-0.073099175,0.183329948,-0.502638963,0.58218675,0.405123909,0.024145331,0.194317679,0.410380019,0.069265082,-0.356485189,-0.531484243,0.337924054,-0.046496183,-0.039419446,-0.18604771,-0.077342286,-0.174261673,0.416108242,-0.513436042
